,location,total_sqft,bath,price,BHK
7057,Vishveshwarya Layout,2000.0,4.0,75.0,4
7058,Vishveshwarya Layout,2100.0,6.0,92.0,6
7059,Vishveshwarya Layout,2000.0,3.0,90.0,4
7060,Vishwapriya Layout,820.0,2.0,30.0,2
7061,Vishwapriya Layout,770.0,2.0,30.0,2
7062,Vishwapriya Layout,910.0,2.0,36.0,2
7063,Vishwapriya Layout,890.0,2.0,37.0,2
7064,Vittasandra,1404.0,2.0,71.0,2
7065,Vittasandra,1246.0,2.0,67.0,2
7066,Vittasandra,1404.0,2.0,69.3,2
7067,Vittasandra,1246.0,2.0,67.3,2
7068,Vittasandra,1246.0,2.0,64.5,2
7069,Vittasandra,1246.0,2.0,64.5,2
7070,Vittasandra,1246.0,2.0,68.0,2
7071,Vittasandra,1743.0,3.0,85.0,3
7072,Vittasandra,1238.0,2.0,67.0,2
7073,Vittasandra,1404.0,2.0,75.0,2
7074,Vittasandra,1246.0,2.0,65.0,2
7075,Vittasandra,1238.0,2.0,67.0,2
7076,Vittasandra,1246.0,2.0,67.4,2
7077,Vittasandra,1259.0,2.0,67.4,2
7078,Vittasandra,1404.0,2.0,68.8,2
7079,Vittasandra,1246.0,2.0,62.3,2
7080,Vittasandra,1246.0,2.0,63.0,2
7081,Vittasandra,1246.0,2.0,67.4,2
7082,Vittasandra,1246.0,2.0,65.4,2
7083,Vittasandra,1650.0,3.0,84.0,3
7084,Vittasandra,1238.0,2.0,67.32,2
7085,Vittasandra,1246.0,2.0,67.4,2
7086,Vittasandra,1650.0,3.0,85.0,3
7087,Vittasandra,1246.0,2.0,67.3,2
7088,Vittasandra,1404.0,2.0,70.0,2
7089,Vittasandra,1259.0,2.0,67.48,2
7090,Vittasandra,1404.0,2.0,75.0,2
7091,Vittasandra,1650.0,3.0,85.5,3
7092,Vittasandra,1246.0,2.0,67.0,2
7093,Vittasandra,1650.0,3.0,85.0,3
7094,Vittasandra,1650.0,3.0,85.5,3
7095,Vittasandra,1404.0,2.0,72.0,2
7096,Vittasandra,1246.0,2.0,67.5,2
7097,Vittasandra,1246.0,2.0,67.5,2
7098,Vittasandra,1404.0,2.0,70.0,2
7099,Vittasandra,1246.0,2.0,65.0,2
7100,Vittasandra,1246.0,2.0,67.4,2
7101,Vittasandra,1648.0,3.0,85.0,3
7102,Whitefield,1170.0,2.0,38.0,2
7103,Whitefield,1800.0,2.0,70.0,3
7104,Whitefield,1610.0,3.0,81.0,3
7105,Whitefield,1459.0,2.0,94.82,2
7106,Whitefield,2010.0,3.0,91.0,3
7107,Whitefield,1116.0,2.0,51.91,2
7108,Whitefield,1225.0,2.0,47.6,2
7109,Whitefield,1075.0,2.0,53.0,2
7110,Whitefield,1280.0,2.0,75.0,2
7111,Whitefield,1173.0,2.0,58.0,2
7112,Whitefield,1910.0,3.0,161.0,3
7113,Whitefield,3252.0,4.0,230.0,4
7114,Whitefield,11890.0,4.0,700.0,4
7115,Whitefield,1130.0,2.0,42.16,2
7116,Whitefield,1040.0,2.0,48.5,2
7117,Whitefield,1150.0,2.0,70.0,2
7118,Whitefield,1768.0,3.0,101.0,3
7119,Whitefield,1500.0,3.0,61.95,3
7120,Whitefield,4144.0,4.0,315.0,4
7121,Whitefield,4104.0,4.0,360.0,4
7122,Whitefield,1790.0,3.0,100.0,3
7123,Whitefield,1720.0,3.0,100.0,3
7124,Whitefield,1140.0,2.0,56.0,2
7125,Whitefield,1640.0,4.0,91.0,3
7126,Whitefield,805.0,2.0,35.0,2
7127,Whitefield,1155.0,2.0,59.95,2
7128,Whitefield,2280.0,4.0,126.0,3
7129,Whitefield,1650.0,3.0,60.0,3
7130,Whitefield,1447.0,2.0,83.0,2
7131,Whitefield,1116.0,2.0,51.91,2
7132,Whitefield,1897.0,3.0,130.0,3
7133,Whitefield,2225.0,2.0,125.0,3
7134,Whitefield,1495.0,2.0,79.5,2
7135,Whitefield,1113.0,2.0,62.0,2
7136,Whitefield,2268.0,3.0,163.0,4
7137,Whitefield,1560.0,2.0,72.0,3
7138,Whitefield,1200.0,2.0,45.84,2
7139,Whitefield,2400.0,4.0,200.0,4
7140,Whitefield,1985.0,3.0,75.0,3
7141,Whitefield,1360.0,2.0,95.0,2
7142,Whitefield,1254.0,2.0,40.0,2
7143,Whitefield,1697.0,3.0,94.79,3
7144,Whitefield,5000.0,4.0,400.0,4
7145,Whitefield,3000.0,5.0,250.0,4
7146,Whitefield,1700.0,3.0,115.0,3
7147,Whitefield,1140.0,2.0,41.0,2
7148,Whitefield,1190.0,2.0,57.0,2
7149,Whitefield,2842.0,3.0,162.0,3
7150,Whitefield,1403.0,2.0,60.81,3
7151,Whitefield,1232.0,2.0,45.0,2
7152,Whitefield,1485.0,3.0,65.0,3
7153,Whitefield,1500.0,3.0,130.0,3
7154,Whitefield,1280.0,2.0,75.0,2
7155,Whitefield,1330.0,2.0,71.0,2
7156,Whitefield,1405.0,2.0,78.0,3
7157,Whitefield,2225.0,3.0,115.0,3
7158,Whitefield,1272.0,2.0,95.05,2
7159,Whitefield,1205.0,2.0,39.0,2
7160,Whitefield,1541.0,3.0,72.0,3
7161,Whitefield,1192.0,2.0,71.0,2
7162,Whitefield,1277.0,2.0,61.3,2
7163,Whitefield,1185.0,2.0,40.0,2
7164,Whitefield,1306.0,3.0,54.65,3
7165,Whitefield,1626.0,3.0,89.0,3
7166,Whitefield,1585.0,3.0,88.0,3
7167,Whitefield,1125.0,2.0,62.0,2
7168,Whitefield,1280.0,2.0,85.0,2
7169,Whitefield,1200.0,3.0,68.5,3
7170,Whitefield,4000.0,4.0,330.0,4
7171,Whitefield,1697.0,3.0,108.0,3
7172,Whitefield,1205.0,2.0,58.0,2
7173,Whitefield,3606.0,4.0,312.0,4
7174,Whitefield,1485.0,2.0,90.0,2
7175,Whitefield,950.0,1.0,50.0,1
7176,Whitefield,3584.0,4.0,199.0,4
7177,Whitefield,825.0,1.0,45.0,1
7178,Whitefield,1155.0,2.0,60.0,2
7179,Whitefield,2010.0,3.0,92.0,3
7180,Whitefield,1635.0,2.0,85.0,3
7181,Whitefield,1216.0,2.0,79.0,2
7182,Whitefield,1200.0,3.0,56.2,3
7183,Whitefield,1215.0,2.0,65.0,2
7184,Whitefield,1870.0,3.0,90.0,3
7185,Whitefield,1260.0,2.0,49.5,2
7186,Whitefield,920.0,2.0,63.0,2
7187,Whitefield,1165.0,2.0,40.5,2
7188,Whitefield,1170.0,2.0,71.0,2
7189,Whitefield,1118.0,2.0,75.0,2
7190,Whitefield,1800.0,3.0,110.0,3
7191,Whitefield,1562.0,3.0,103.0,3
7192,Whitefield,1190.0,2.0,67.0,2
7193,Whitefield,1102.0,2.0,48.0,2
7194,Whitefield,2321.0,4.0,128.0,3
7195,Whitefield,1320.0,2.0,95.0,2
7196,Whitefield,735.0,2.0,35.0,2
7197,Whitefield,1896.0,3.0,75.0,3
7198,Whitefield,3010.0,3.0,200.0,3
7199,Whitefield,1346.0,2.0,96.17,2
7200,Whitefield,3850.0,5.0,316.0,3
7201,Whitefield,1410.0,3.0,43.71,3
7202,Whitefield,1150.0,2.0,44.0,3
7203,Whitefield,1280.0,2.0,52.0,2
7204,Whitefield,2500.0,4.0,155.0,4
7205,Whitefield,905.0,1.0,55.0,1
7206,Whitefield,1200.0,2.0,46.13,2
7207,Whitefield,2268.0,3.0,146.0,4
7208,Whitefield,1150.0,2.0,55.0,2
7209,Whitefield,1500.0,3.0,71.8,3
7210,Whitefield,3537.0,5.0,210.0,4
7211,Whitefield,1285.0,2.0,55.9,2
7212,Whitefield,1697.0,3.0,115.0,3
7213,Whitefield,1130.0,2.0,36.0,2
7214,Whitefield,1215.0,2.0,39.0,2
7215,Whitefield,1495.0,2.0,79.5,2
7216,Whitefield,3250.0,5.0,290.0,5
7217,Whitefield,1216.0,2.0,66.48,2
7218,Whitefield,1350.0,3.0,54.0,3
7219,Whitefield,1173.0,2.0,60.0,2
7220,Whitefield,1269.0,2.0,75.0,2
7221,Whitefield,3227.0,5.0,250.0,5
7222,Whitefield,1545.0,3.0,79.0,3
7223,Whitefield,1306.0,3.0,54.65,3
7224,Whitefield,1000.0,2.0,35.0,2
7225,Whitefield,3262.0,4.0,260.0,4
7226,Whitefield,1386.0,3.0,57.46,3
7227,Whitefield,1132.0,2.0,79.28,2
7228,Whitefield,1200.0,2.0,45.84,2
7229,Whitefield,1140.0,2.0,39.0,2
7230,Whitefield,2830.0,5.0,160.0,4
7231,Whitefield,1205.0,2.0,40.0,2
7232,Whitefield,1195.0,2.0,70.0,2
7233,Whitefield,3480.0,4.0,284.0,3
7234,Whitefield,1738.0,2.0,79.0,3
7235,Whitefield,3004.0,4.0,285.0,4
7236,Whitefield,1250.0,2.0,72.0,2
7237,Whitefield,1340.0,2.0,77.0,2
7238,Whitefield,1320.0,2.0,79.5,2
7239,Whitefield,750.0,2.0,52.7,2
7240,Whitefield,1200.0,3.0,61.96,3
7241,Whitefield,1180.0,2.0,41.0,2
7242,Whitefield,1095.0,2.0,35.0,2
7243,Whitefield,1415.0,2.0,67.0,2
7244,Whitefield,1105.0,2.0,41.36,2
7245,Whitefield,1200.0,2.0,45.0,2
7246,Whitefield,3445.0,5.0,270.0,4
7247,Whitefield,1700.0,3.0,140.0,3
7248,Whitefield,4827.0,4.0,400.0,4
7249,Whitefield,1405.0,2.0,84.5,2
7250,Whitefield,1345.0,2.0,57.0,3
7251,Whitefield,3252.0,4.0,280.0,4
7252,Whitefield,1200.0,2.0,45.0,2
7253,Whitefield,1150.0,2.0,90.0,2
7254,Whitefield,2400.0,4.0,147.0,4
7255,Whitefield,1440.0,2.0,64.0,3
7256,Whitefield,624.0,1.0,35.0,1
7257,Whitefield,1200.0,2.0,45.0,2
7258,Whitefield,1109.0,2.0,41.49,2
7259,Whitefield,1700.0,3.0,95.0,3
7260,Whitefield,4960.0,4.0,400.0,4
7261,Whitefield,2928.0,4.0,198.0,4
7262,Whitefield,1215.0,2.0,62.0,2
7263,Whitefield,2700.0,5.0,175.0,3
7264,Whitefield,1216.0,2.0,84.0,2
7265,Whitefield,2882.0,5.0,204.0,4
7266,Whitefield,1840.0,3.0,140.0,3
7267,Whitefield,1778.0,3.0,122.0,3
7268,Whitefield,1400.0,2.0,80.0,2
7269,Whitefield,650.0,1.0,25.0,1
7270,Whitefield,2155.0,3.0,125.0,4
7271,Whitefield,905.0,1.0,52.0,1
7272,Whitefield,1230.0,2.0,59.0,2
7273,Whitefield,1205.0,2.0,40.0,2
7274,Whitefield,1125.0,2.0,40.0,2
7275,Whitefield,1216.0,2.0,69.06,2
7276,Whitefield,1216.0,2.0,75.0,2
7277,Whitefield,1355.0,2.0,78.0,2
7278,Whitefield,1255.0,2.0,77.0,2
7279,Whitefield,1216.0,2.0,73.0,2
7280,Whitefield,1140.0,2.0,45.0,2
7281,Whitefield,1190.0,2.0,60.0,2
7282,Whitefield,1312.0,2.0,55.0,2
7283,Whitefield,1745.0,3.0,100.0,3
7284,Whitefield,3200.0,4.0,224.0,4
7285,Whitefield,1096.0,2.0,39.0,2
7286,Whitefield,825.0,1.0,44.9,1
7287,Whitefield,1116.0,2.0,51.91,2
7288,Whitefield,1227.0,2.0,53.49,2
7289,Whitefield,1235.0,2.0,47.0,2
7290,Whitefield,1870.0,3.0,138.0,3
7291,Whitefield,1175.0,2.0,39.0,2
7292,Whitefield,1180.0,2.0,41.0,2
7293,Whitefield,1862.0,3.0,125.0,3
7294,Whitefield,1655.0,3.0,113.0,3
7295,Whitefield,530.0,1.0,29.44,1
7296,Whitefield,1085.0,2.0,57.0,2
7297,Whitefield,905.0,1.0,50.0,1
7298,Whitefield,1600.0,3.0,82.0,3
7299,Whitefield,1230.0,4.0,80.0,4
7300,Whitefield,1255.0,2.0,40.0,2
7301,Whitefield,905.0,1.0,52.0,1
7302,Whitefield,1200.0,3.0,57.15,3
7303,Whitefield,1451.0,2.0,52.43,3
7304,Whitefield,1187.0,2.0,37.85,2
7305,Whitefield,1216.0,2.0,83.0,2
7306,Whitefield,1301.0,2.0,65.0,2
7307,Whitefield,1330.0,2.0,55.0,3
7308,Whitefield,1155.0,2.0,55.0,2
7309,Whitefield,1355.0,3.0,76.0,2
7310,Whitefield,4075.0,5.0,226.0,4
7311,Whitefield,1216.0,2.0,75.0,2
7312,Whitefield,4000.0,4.0,380.0,4
7313,Whitefield,1242.0,2.0,65.0,2
7314,Whitefield,1495.0,2.0,67.0,3
7315,Whitefield,1548.0,3.0,65.0,3
7316,Whitefield,1200.0,2.0,46.13,2
7317,Whitefield,1200.0,2.0,46.13,2
7318,Whitefield,1405.0,3.0,58.0,3
7319,Whitefield,1355.0,2.0,73.0,2
7320,Whitefield,2882.0,5.0,158.0,4
7321,Whitefield,750.0,1.0,51.0,1
7322,Whitefield,1105.0,2.0,39.99,2
7323,Whitefield,1173.0,2.0,77.0,2
7324,Whitefield,1200.0,3.0,68.4,3
7325,Whitefield,982.0,2.0,37.0,2
7326,Whitefield,1118.0,2.0,42.0,2
7327,Whitefield,1216.0,2.0,69.0,2
7328,Whitefield,3425.0,5.0,250.0,4
7329,Whitefield,1100.0,2.0,37.0,2
7330,Whitefield,1200.0,3.0,56.0,3
7331,Whitefield,1550.0,2.0,49.6,3
7332,Whitefield,2173.0,3.0,128.0,3
7333,Whitefield,1435.0,3.0,45.0,3
7334,Whitefield,905.0,1.0,62.0,1
7335,Whitefield,1870.0,3.0,138.0,3
7336,Whitefield,1320.0,2.0,99.26,2
7337,Whitefield,2901.0,4.0,190.0,3
7338,Whitefield,1485.0,2.0,96.51,2
7339,Whitefield,1755.0,3.0,101.0,3
7340,Whitefield,1608.0,2.0,63.0,3
7341,Whitefield,2225.0,3.0,149.0,3
7342,Whitefield,1250.0,2.0,82.0,2
7343,Whitefield,605.0,1.0,40.0,1
7344,Whitefield,1185.0,2.0,41.0,2
7345,Whitefield,1200.0,3.0,56.58,3
7346,Whitefield,2210.0,3.0,156.0,3
7347,Whitefield,1173.0,2.0,78.2,2
7348,Whitefield,1740.0,4.0,130.0,3
7349,Whitefield,1216.0,2.0,75.0,2
7350,Whitefield,1060.0,2.0,35.0,2
7351,Whitefield,1655.0,3.0,120.0,3
7352,Whitefield,4003.0,6.0,300.0,4
7353,Whitefield,1125.0,2.0,45.0,2
7354,Whitefield,1180.0,2.0,70.0,2
7355,Whitefield,1280.0,2.0,69.0,2
7356,Whitefield,2023.0,4.0,130.0,3
7357,Whitefield,2134.0,4.0,118.0,3
7358,Whitefield,1458.0,2.0,62.0,3
7359,Whitefield,1808.0,4.0,80.0,3
7360,Whitefield,905.0,1.0,60.0,1
7361,Whitefield,1537.0,2.0,70.0,3
7362,Whitefield,1186.0,2.0,55.0,2
7363,Whitefield,1806.0,3.0,85.0,3
7364,Whitefield,1109.0,2.0,35.22,2
7365,Whitefield,1216.0,2.0,67.0,2
7366,Whitefield,1452.0,3.0,90.0,3
7367,Whitefield,2850.0,5.0,240.0,4
7368,Whitefield,1150.0,2.0,55.0,2
7369,Whitefield,1600.0,3.0,69.0,3
7370,Whitefield,2830.0,5.0,190.0,4
7371,Whitefield,1295.0,2.0,78.5,2
7372,Whitefield,840.0,1.0,57.6,1
7373,Whitefield,1991.0,3.0,104.0,3
7374,Whitefield,1190.0,2.0,41.0,2
7375,Whitefield,1109.0,2.0,35.47,2
7376,Whitefield,5200.0,5.0,242.0,4
7377,Whitefield,1655.0,3.0,97.0,3
7378,Whitefield,1850.0,3.0,150.0,3
7379,Whitefield,1200.0,3.0,67.77,3
7380,Whitefield,1290.0,2.0,90.0,2
7381,Whitefield,1200.0,2.0,45.0,2
7382,Whitefield,1140.0,2.0,40.0,2
7383,Whitefield,1216.0,2.0,75.0,2
7384,Whitefield,1356.0,2.0,94.84,2
7385,Whitefield,1338.0,2.0,103.0,2
7386,Whitefield,1115.0,2.0,55.0,2
7387,Whitefield,1870.0,3.0,90.0,3
7388,Whitefield,3450.0,4.0,208.0,3
7389,Whitefield,1105.0,2.0,35.36,2
7390,Whitefield,1074.0,2.0,42.79,2
7391,Whitefield,1100.0,2.0,52.0,2
7392,Whitefield,1267.0,2.0,90.33,2
7393,Whitefield,2400.0,4.0,143.0,4
7394,Whitefield,1836.0,3.0,125.0,3
7395,Whitefield,1197.0,2.0,50.0,2
7396,Whitefield,3596.0,3.0,200.0,3
7397,Whitefield,1275.0,2.0,65.0,3
7398,Whitefield,1155.0,2.0,39.0,2
7399,Whitefield,1141.0,2.0,62.0,2
7400,Whitefield,1216.0,2.0,82.0,2
7401,Whitefield,1495.0,3.0,88.0,2
7402,Whitefield,1564.0,3.0,103.0,3
7403,Whitefield,1585.0,3.0,84.0,3
7404,Whitefield,1200.0,3.0,56.0,3
7405,Whitefield,1140.0,2.0,50.0,2
7406,Whitefield,1558.0,3.0,90.0,3
7407,Whitefield,1216.0,2.0,75.0,2
7408,Whitefield,1227.0,2.0,70.0,2
7409,Whitefield,1704.0,3.0,120.0,3
7410,Whitefield,1256.0,2.0,73.0,2
7411,Whitefield,1195.0,2.0,62.38,2
7412,Whitefield,1770.0,4.0,68.0,3
7413,Whitefield,1300.0,2.0,78.0,2
7414,Whitefield,1570.0,3.0,88.0,3
7415,Whitefield,1216.0,2.0,84.03,2
7416,Whitefield,1240.0,2.0,70.0,2
7417,Whitefield,1216.0,2.0,72.5,2
7418,Whitefield,1215.0,2.0,40.0,2
7419,Whitefield,2025.0,4.0,115.0,3
7420,Whitefield,1346.0,2.0,100.0,3
7421,Whitefield,1020.0,2.0,45.0,2
7422,Whitefield,935.0,2.0,32.72,2
7423,Whitefield,1024.0,2.0,32.0,2
7424,Whitefield,2990.0,3.0,198.0,4
7425,Whitefield,1600.0,3.0,69.1,3
7426,Whitefield,1205.0,2.0,58.0,2
7427,Whitefield,1720.0,3.0,98.97,3
7428,Whitefield,1600.0,3.0,95.0,3
7429,Whitefield,1655.0,3.0,108.0,3
7430,Whitefield,1740.0,3.0,95.0,3
7431,Whitefield,1200.0,3.0,56.72,3
7432,Whitefield,1350.0,2.0,88.0,2
7433,Whitefield,1030.0,2.0,44.0,2
7434,Whitefield,1216.0,2.0,80.0,2
7435,Whitefield,2900.0,4.0,225.0,4
7436,Whitefield,1340.0,2.0,101.0,2
7437,Whitefield,1190.0,2.0,64.0,2
7438,Whitefield,1500.0,3.0,78.57,3
7439,Whitefield,1626.0,3.0,85.0,3
7440,Whitefield,1195.0,2.0,61.36,2
7441,Whitefield,1100.0,2.0,65.0,2
7442,Whitefield,1100.0,2.0,46.5,2
7443,Whitefield,1270.0,2.0,65.0,3
7444,Whitefield,3117.0,3.0,261.0,3
7445,Whitefield,1216.0,2.0,73.0,2
7446,Whitefield,1135.0,2.0,58.0,2
7447,Whitefield,3150.0,3.0,290.0,3
7448,Whitefield,1185.0,2.0,56.0,2
7449,Whitefield,2956.0,5.0,234.0,4
7450,Whitefield,1530.0,3.0,75.0,3
7451,Whitefield,1015.0,2.0,45.0,2
7452,Whitefield,1187.0,2.0,38.0,2
7453,Whitefield,2247.0,3.0,145.0,3
7454,Whitefield,3940.0,5.0,265.0,4
7455,Whitefield,1190.0,2.0,59.0,2
7456,Whitefield,1160.0,2.0,67.0,2
7457,Whitefield,1216.0,2.0,66.88,2
7458,Whitefield,1180.0,2.0,77.0,2
7459,Whitefield,2140.0,3.0,139.0,3
7460,Whitefield,1314.0,2.0,84.0,2
7461,Whitefield,1530.0,3.0,73.0,3
7462,Whitefield,1160.0,2.0,39.0,2
7463,Whitefield,1012.0,2.0,58.0,2
7464,Whitefield,1150.0,2.0,40.21,2
7465,Whitefield,1495.0,2.0,70.0,3
7466,Whitefield,1340.0,2.0,41.0,2
7467,Whitefield,1431.0,3.0,85.0,3
7468,Whitefield,524.0,1.0,29.0,1
7469,Whitefield,2830.0,4.0,161.0,4
7470,Whitefield,2135.0,3.0,149.0,4
7471,Whitefield,2500.0,4.0,100.0,4
7472,Whitefield,3075.0,2.0,188.0,4
7473,Whitefield,1760.0,3.0,160.0,3
7474,Whitefield,1655.0,3.0,110.0,3
7475,Whitefield,840.0,1.0,57.0,1
7476,Whitefield,1725.0,3.0,106.0,3
7477,Whitefield,1130.0,2.0,36.0,2
7478,Whitefield,1059.0,2.0,57.0,2
7479,Whitefield,516.0,1.0,39.0,1
7480,Whitefield,1116.0,2.0,51.91,2
7481,Whitefield,6000.0,4.0,410.0,4
7482,Whitefield,1639.0,3.0,107.0,3
7483,Whitefield,1820.0,3.0,113.0,3
7484,Whitefield,1990.0,3.0,98.0,3
7485,Whitefield,3565.0,4.0,218.0,4
7486,Whitefield,3410.0,5.0,253.0,4
7487,Whitefield,1345.0,3.0,58.0,3
7488,Whitefield,1205.0,2.0,41.0,2
7489,Whitefield,4500.0,4.0,330.0,4
7490,Whitefield,1250.0,2.0,85.0,2
7491,Whitefield,1115.0,2.0,51.91,2
7492,Whitefield,1277.0,2.0,77.0,2
7493,Whitefield,1820.0,3.0,140.0,3
7494,Whitefield,3453.0,4.0,247.0,4
7495,Whitefield,1245.0,2.0,59.76,2
7496,Whitefield,1074.0,2.0,42.8,2
7497,Whitefield,1200.0,2.0,46.13,2
7498,Whitefield,1200.0,2.0,45.84,2
7499,Whitefield,2280.0,4.0,125.0,3
7500,Whitefield,2882.0,5.0,200.0,4
7501,Whitefield,1170.0,2.0,56.0,2
7502,Whitefield,1390.0,2.0,72.0,2
7503,Whitefield,1634.0,3.0,68.0,3
7504,Whitefield,1190.0,2.0,70.0,2
7505,Whitefield,1105.0,2.0,35.4,2
7506,Whitefield,1270.0,2.0,94.0,2
7507,Whitefield,1220.0,2.0,89.0,2
7508,Whitefield,1116.0,2.0,51.91,2
7509,Whitefield,1436.0,2.0,62.15,3
7510,Whitefield,3758.0,3.0,300.0,3
7511,Whitefield,1452.0,2.0,46.29,3
7512,Whitefield,1370.0,2.0,56.0,2
7513,Whitefield,1050.0,2.0,43.0,2
7514,Whitefield,1496.0,2.0,71.81,3
7515,Whitefield,1216.0,2.0,72.0,2
7516,Whitefield,1158.0,2.0,55.0,2
7517,Whitefield,5400.0,5.0,475.0,4
7518,Whitefield,1396.0,3.0,74.0,3
7519,Whitefield,1175.0,2.0,41.0,2
7520,Whitefield,1315.0,2.0,55.0,2
7521,Whitefield,1451.0,2.0,46.4,3
7522,Whitefield,1063.0,2.0,42.52,2
7523,Whitefield,1346.0,2.0,76.01,2
7524,Whitefield,1276.0,2.0,69.5,2
7525,Whitefield,1317.0,2.0,52.0,2
7526,Whitefield,1615.0,3.0,96.9,3
7527,Whitefield,1220.0,2.0,55.0,2
7528,Whitefield,1116.0,2.0,48.76,2
7529,Whitefield,1400.0,2.0,56.0,3
7530,Whitefield,1140.0,2.0,55.0,2
7531,Whitefield,1295.0,2.0,64.5,2
7532,Whitefield,1200.0,2.0,70.0,2
7533,Whitefield,1015.0,2.0,56.0,2
7534,Whitefield,1430.0,3.0,52.0,3
7535,Whitefield,1216.0,2.0,75.0,2
7536,Whitefield,1010.0,2.0,45.0,3
7537,Whitefield,2321.0,4.0,157.0,3
7538,Whitefield,1224.0,2.0,75.0,2
7539,Whitefield,1655.0,3.0,113.0,3
7540,Whitefield,1740.0,3.0,85.0,3
7541,Whitefield,4144.0,5.0,331.0,5
7542,Whitefield,925.0,2.0,35.0,2
7543,Whitefield,1175.0,2.0,50.0,2
7544,Whitefield,1200.0,3.0,67.75,3
7545,Whitefield,2444.0,4.0,145.0,4
7546,Whitefield,1270.0,2.0,110.0,2
7547,Whitefield,1660.0,3.0,110.0,3
7548,Whitefield,1270.0,2.0,105.0,2
7549,Whitefield,1315.0,2.0,69.5,2
7550,Whitefield,1173.0,2.0,78.2,2
7551,Whitefield,1362.0,2.0,85.0,2
7552,Whitefield,1457.0,2.0,105.0,3
7553,Whitefield,1720.0,3.0,128.0,3
7554,Whitefield,1500.0,3.0,61.9,3
7555,Whitefield,1495.0,2.0,78.0,2
7556,Whitefield,1270.0,2.0,52.0,2
7557,Whitefield,1564.0,3.0,103.0,3
7558,Whitefield,1240.0,2.0,41.0,2
7559,Whitefield,1500.0,3.0,71.0,3
7560,Whitefield,1404.0,2.0,59.0,3
7561,Whitefield,1639.0,3.0,107.0,3
7562,Whitefield,1760.0,3.0,139.0,3
7563,Whitefield,613.0,1.0,48.0,1
7564,Whitefield,1730.0,3.0,125.0,3
7565,Whitefield,1453.0,2.0,58.0,3
7566,Whitefield,877.0,1.0,59.0,1
7567,Whitefield,3453.0,4.0,231.0,5
7568,Yelachenahalli,1400.0,2.0,55.0,3
7569,Yelachenahalli,1464.0,2.0,105.0,3
7570,Yelachenahalli,2400.0,1.0,150.0,2
7571,Yelachenahalli,1700.0,3.0,130.0,3
7572,Yelachenahalli,1080.0,2.0,55.0,2
7573,Yelachenahalli,1400.0,2.0,78.0,2
7574,Yelachenahalli,1330.0,3.0,73.5,3
7575,Yelachenahalli,800.0,1.0,30.0,2
7576,Yelachenahalli,1100.0,2.0,60.0,2
7577,Yelachenahalli,1365.0,2.0,72.0,3
7578,Yelachenahalli,1103.0,2.0,55.0,2
7579,Yelachenahalli,1000.0,2.0,50.0,2
7580,Yelahanka,1600.0,2.0,75.0,3
7581,Yelahanka,1326.0,2.0,78.0,2
7582,Yelahanka,1282.0,2.0,48.7,3
7583,Yelahanka,1350.0,2.0,55.55,2
7584,Yelahanka,1035.0,2.0,45.0,2
7585,Yelahanka,1350.0,2.0,54.0,2
7586,Yelahanka,1210.0,2.0,45.98,2
7587,Yelahanka,1705.0,3.0,95.0,3
7588,Yelahanka,1234.0,2.0,80.0,2
7589,Yelahanka,1315.0,2.0,85.0,2
7590,Yelahanka,1170.0,2.0,62.5,2
7591,Yelahanka,697.0,1.0,45.0,1
7592,Yelahanka,1120.0,2.0,55.0,2
7593,Yelahanka,2195.0,4.0,127.0,3
7594,Yelahanka,1075.0,2.0,51.5,2
7595,Yelahanka,1614.0,3.0,95.0,3
7596,Yelahanka,1381.0,2.0,52.48,3
7597,Yelahanka,628.0,1.0,24.0,1
7598,Yelahanka,890.0,2.0,40.0,2
7599,Yelahanka,1815.0,3.0,82.0,3
7600,Yelahanka,654.0,1.0,38.4,1
7601,Yelahanka,1150.0,2.0,46.0,2
7602,Yelahanka,1705.0,3.0,74.16,3
7603,Yelahanka,3042.0,4.0,131.0,4
7604,Yelahanka,1065.0,2.0,40.84,2
7605,Yelahanka,1036.0,2.0,39.35,2
7606,Yelahanka,1300.0,2.0,65.0,2
7607,Yelahanka,1825.0,3.0,105.0,3
7608,Yelahanka,1603.0,3.0,96.0,3
7609,Yelahanka,1304.0,2.0,79.0,2
7610,Yelahanka,1455.0,3.0,61.5,3
7611,Yelahanka,1180.0,2.0,42.0,2
7612,Yelahanka,1616.0,3.0,65.0,3
7613,Yelahanka,915.0,2.0,48.0,2
7614,Yelahanka,1026.0,2.0,41.0,2
7615,Yelahanka,1517.0,3.0,76.3,3
7616,Yelahanka,600.0,2.0,27.0,2
7617,Yelahanka,1274.0,2.0,48.42,2
7618,Yelahanka,1327.0,2.0,85.0,2
7619,Yelahanka,1371.0,2.0,65.0,3
7620,Yelahanka,1712.0,3.0,82.0,3
7621,Yelahanka,1566.0,3.0,97.0,3
7622,Yelahanka,1180.0,3.0,55.0,3
7623,Yelahanka,1270.0,2.0,78.0,2
7624,Yelahanka,1400.0,2.0,80.54,3
7625,Yelahanka,1391.0,2.0,64.5,3
7626,Yelahanka,1322.0,2.0,86.0,2
7627,Yelahanka,1100.0,2.0,70.0,2
7628,Yelahanka,1200.0,2.0,70.0,2
7629,Yelahanka,1326.0,2.0,57.0,2
7630,Yelahanka,4000.0,5.0,220.0,5
7631,Yelahanka,2675.0,4.0,140.0,4
7632,Yelahanka,1500.0,2.0,63.0,3
7633,Yelahanka,654.0,1.0,37.0,1
